FRAEX38873_v2_000001260.1	67d0feb9501c6169027cd42b38ad5551	316	Gene3D	G3DSA:3.30.160.60		154	177	2.6E-5	T	02-08-2018
FRAEX38873_v2_000001260.1	67d0feb9501c6169027cd42b38ad5551	316	ProSiteProfiles	PS50157	Zinc finger C2H2 type domain profile.	155	182	9.64	T	02-08-2018	IPR013087	Zinc finger C2H2-type	GO:0003676	
FRAEX38873_v2_000001260.1	67d0feb9501c6169027cd42b38ad5551	316	SUPERFAMILY	SSF57667		221	259	1.4E-6	T	02-08-2018	IPR036236	Zinc finger C2H2 superfamily		
FRAEX38873_v2_000000890.2	577bbeaa92ac80379d4e6b8657dd924f	188	Pfam	PF05903	PPPDE putative peptidase domain	20	127	1.7E-38	T	02-08-2018	IPR008580	PPPDE putative peptidase domain		
FRAEX38873_v2_000000890.2	577bbeaa92ac80379d4e6b8657dd924f	188	SMART	SM01179		3	129	1.2E-30	T	02-08-2018	IPR008580	PPPDE putative peptidase domain		
FRAEX38873_v2_000000890.2	577bbeaa92ac80379d4e6b8657dd924f	188	Gene3D	G3DSA:3.90.1720.30		8	142	4.9E-27	T	02-08-2018
FRAEX38873_v2_000000890.2	577bbeaa92ac80379d4e6b8657dd924f	188	MobiDBLite	mobidb-lite	consensus disorder prediction	154	188	-	T	02-08-2018
FRAEX38873_v2_000000120.1	ae60ef48ff495e852d5202ec6fe0db02	582	PIRSF	PIRSF000485		82	537	1.4E-170	T	02-08-2018	IPR005854	Amidophosphoribosyltransferase	GO:0004044|GO:0009113	KEGG: 00230+2.4.2.14|KEGG: 00250+2.4.2.14|MetaCyc: PWY-6121|MetaCyc: PWY-6122|MetaCyc: PWY-6277|MetaCyc: PWY-7282|Reactome: R-HSA-73817
FRAEX38873_v2_000000120.1	ae60ef48ff495e852d5202ec6fe0db02	582	CDD	cd00715	GPATase_N	86	336	4.34674E-150	T	02-08-2018	IPR035584	Amidophosphoribosyltransferase, N-terminal		KEGG: 00230+2.4.2.14|KEGG: 00250+2.4.2.14|MetaCyc: PWY-6121|MetaCyc: PWY-6122|MetaCyc: PWY-6277|MetaCyc: PWY-7282|Reactome: R-HSA-73817
FRAEX38873_v2_000000120.1	ae60ef48ff495e852d5202ec6fe0db02	582	SUPERFAMILY	SSF53271		321	531	1.61E-66	T	02-08-2018	IPR029057	Phosphoribosyltransferase-like		
FRAEX38873_v2_000000120.1	ae60ef48ff495e852d5202ec6fe0db02	582	CDD	cd06223	PRTases_typeI	348	459	4.17968E-19	T	02-08-2018	IPR000836	Phosphoribosyltransferase domain	GO:0009116	
FRAEX38873_v2_000000120.1	ae60ef48ff495e852d5202ec6fe0db02	582	Coils	Coil		557	577	-	T	02-08-2018
FRAEX38873_v2_000000120.1	ae60ef48ff495e852d5202ec6fe0db02	582	Hamap	MF_01931	Amidophosphoribosyltransferase [purF].	85	526	45.578	T	02-08-2018	IPR005854	Amidophosphoribosyltransferase	GO:0004044|GO:0009113	KEGG: 00230+2.4.2.14|KEGG: 00250+2.4.2.14|MetaCyc: PWY-6121|MetaCyc: PWY-6122|MetaCyc: PWY-6277|MetaCyc: PWY-7282|Reactome: R-HSA-73817
FRAEX38873_v2_000000120.1	ae60ef48ff495e852d5202ec6fe0db02	582	Gene3D	G3DSA:3.60.20.10		510	528	4.4E-155	T	02-08-2018	IPR029055	Nucleophile aminohydrolases, N-terminal		
FRAEX38873_v2_000000120.1	ae60ef48ff495e852d5202ec6fe0db02	582	Gene3D	G3DSA:3.60.20.10		86	344	4.4E-155	T	02-08-2018	IPR029055	Nucleophile aminohydrolases, N-terminal		
FRAEX38873_v2_000000120.1	ae60ef48ff495e852d5202ec6fe0db02	582	Gene3D	G3DSA:3.60.20.10		465	475	4.4E-155	T	02-08-2018	IPR029055	Nucleophile aminohydrolases, N-terminal		
FRAEX38873_v2_000000120.1	ae60ef48ff495e852d5202ec6fe0db02	582	ProSiteProfiles	PS51278	Glutamine amidotransferase type 2 domain profile.	86	305	47.507	T	02-08-2018	IPR017932	Glutamine amidotransferase type 2 domain		
FRAEX38873_v2_000000120.1	ae60ef48ff495e852d5202ec6fe0db02	582	Pfam	PF00156	Phosphoribosyl transferase domain	349	455	5.4E-8	T	02-08-2018	IPR000836	Phosphoribosyltransferase domain	GO:0009116	
FRAEX38873_v2_000000120.1	ae60ef48ff495e852d5202ec6fe0db02	582	Pfam	PF13537	Glutamine amidotransferase domain	166	283	5.3E-25	T	02-08-2018	IPR017932	Glutamine amidotransferase type 2 domain		
FRAEX38873_v2_000000120.1	ae60ef48ff495e852d5202ec6fe0db02	582	TIGRFAM	TIGR01134	purF: amidophosphoribosyltransferase	86	527	5.5E-154	T	02-08-2018	IPR005854	Amidophosphoribosyltransferase	GO:0004044|GO:0009113	KEGG: 00230+2.4.2.14|KEGG: 00250+2.4.2.14|MetaCyc: PWY-6121|MetaCyc: PWY-6122|MetaCyc: PWY-6277|MetaCyc: PWY-7282|Reactome: R-HSA-73817
FRAEX38873_v2_000000120.1	ae60ef48ff495e852d5202ec6fe0db02	582	SUPERFAMILY	SSF56235		86	309	1.8E-67	T	02-08-2018	IPR029055	Nucleophile aminohydrolases, N-terminal		
FRAEX38873_v2_000000120.1	ae60ef48ff495e852d5202ec6fe0db02	582	Gene3D	G3DSA:3.40.50.2020		413	464	4.4E-155	T	02-08-2018
FRAEX38873_v2_000000120.1	ae60ef48ff495e852d5202ec6fe0db02	582	Gene3D	G3DSA:3.40.50.2020		476	509	4.4E-155	T	02-08-2018
FRAEX38873_v2_000000120.1	ae60ef48ff495e852d5202ec6fe0db02	582	Gene3D	G3DSA:3.40.50.2020		345	390	4.4E-155	T	02-08-2018
FRAEX38873_v2_000001410.1	00b20500ce3c7704f6a0409f43177424	236	MobiDBLite	mobidb-lite	consensus disorder prediction	71	94	-	T	02-08-2018
FRAEX38873_v2_000001410.1	00b20500ce3c7704f6a0409f43177424	236	Gene3D	G3DSA:3.90.79.10		136	228	2.3E-23	T	02-08-2018
FRAEX38873_v2_000001410.1	00b20500ce3c7704f6a0409f43177424	236	Gene3D	G3DSA:2.20.70.10		99	135	5.8E-11	T	02-08-2018
FRAEX38873_v2_000001410.1	00b20500ce3c7704f6a0409f43177424	236	ProSiteProfiles	PS51462	Nudix hydrolase domain profile.	136	236	12.28	T	02-08-2018	IPR000086	NUDIX hydrolase domain	GO:0016787	
FRAEX38873_v2_000001410.1	00b20500ce3c7704f6a0409f43177424	236	Pfam	PF14803	Nudix N-terminal	102	135	8.6E-14	T	02-08-2018	IPR029401	Nudix hydrolase, N-terminal		KEGG: 00230+3.6.1.13|KEGG: 00740+3.6.1.18
FRAEX38873_v2_000001410.1	00b20500ce3c7704f6a0409f43177424	236	Pfam	PF00293	NUDIX domain	140	219	6.5E-12	T	02-08-2018	IPR000086	NUDIX hydrolase domain	GO:0016787	
FRAEX38873_v2_000001410.1	00b20500ce3c7704f6a0409f43177424	236	SUPERFAMILY	SSF55811		102	221	1.11E-30	T	02-08-2018	IPR015797	NUDIX hydrolase-like domain superfamily	GO:0016787	
FRAEX38873_v2_000001410.1	00b20500ce3c7704f6a0409f43177424	236	ProSitePatterns	PS00893	Nudix box signature.	170	191	-	T	02-08-2018	IPR020084	NUDIX hydrolase, conserved site	GO:0016787	
FRAEX38873_v2_000001220.1	28267e2fda1d0599e3ec47acb5ce6c9a	425	SMART	SM00054		290	318	2.4	T	02-08-2018	IPR002048	EF-hand domain	GO:0005509	
FRAEX38873_v2_000001220.1	28267e2fda1d0599e3ec47acb5ce6c9a	425	SMART	SM00054		326	354	0.015	T	02-08-2018	IPR002048	EF-hand domain	GO:0005509	
FRAEX38873_v2_000001220.1	28267e2fda1d0599e3ec47acb5ce6c9a	425	SMART	SM00054		254	282	0.92	T	02-08-2018	IPR002048	EF-hand domain	GO:0005509	
FRAEX38873_v2_000001220.1	28267e2fda1d0599e3ec47acb5ce6c9a	425	SMART	SM00054		362	390	3.8E-6	T	02-08-2018	IPR002048	EF-hand domain	GO:0005509	
FRAEX38873_v2_000001220.1	28267e2fda1d0599e3ec47acb5ce6c9a	425	ProSiteProfiles	PS50222	EF-hand calcium-binding domain profile.	286	321	8.125	T	02-08-2018	IPR002048	EF-hand domain	GO:0005509	
FRAEX38873_v2_000001220.1	28267e2fda1d0599e3ec47acb5ce6c9a	425	ProSitePatterns	PS00018	EF-hand calcium-binding domain.	335	347	-	T	02-08-2018	IPR018247	EF-Hand 1, calcium-binding site		
FRAEX38873_v2_000001220.1	28267e2fda1d0599e3ec47acb5ce6c9a	425	ProSitePatterns	PS00108	Serine/Threonine protein kinases active-site signature.	69	81	-	T	02-08-2018	IPR008271	Serine/threonine-protein kinase, active site	GO:0004672|GO:0006468	
FRAEX38873_v2_000001220.1	28267e2fda1d0599e3ec47acb5ce6c9a	425	ProSitePatterns	PS00018	EF-hand calcium-binding domain.	299	311	-	T	02-08-2018	IPR018247	EF-Hand 1, calcium-binding site		
FRAEX38873_v2_000001220.1	28267e2fda1d0599e3ec47acb5ce6c9a	425	Pfam	PF13499	EF-hand domain pair	326	388	1.6E-13	T	02-08-2018	IPR002048	EF-hand domain	GO:0005509	
FRAEX38873_v2_000001220.1	28267e2fda1d0599e3ec47acb5ce6c9a	425	CDD	cd00051	EFh	326	388	2.06128E-18	T	02-08-2018	IPR002048	EF-hand domain	GO:0005509	
FRAEX38873_v2_000001220.1	28267e2fda1d0599e3ec47acb5ce6c9a	425	Pfam	PF13833	EF-hand domain pair	267	315	2.8E-5	T	02-08-2018	IPR002048	EF-hand domain	GO:0005509	
FRAEX38873_v2_000001220.1	28267e2fda1d0599e3ec47acb5ce6c9a	425	SUPERFAMILY	SSF56112		1	222	2.02E-70	T	02-08-2018	IPR011009	Protein kinase-like domain superfamily		
FRAEX38873_v2_000001220.1	28267e2fda1d0599e3ec47acb5ce6c9a	425	ProSitePatterns	PS00018	EF-hand calcium-binding domain.	371	383	-	T	02-08-2018	IPR018247	EF-Hand 1, calcium-binding site		
FRAEX38873_v2_000001220.1	28267e2fda1d0599e3ec47acb5ce6c9a	425	PIRSF	PIRSF000654		1	207	5.0E-21	T	02-08-2018
FRAEX38873_v2_000001220.1	28267e2fda1d0599e3ec47acb5ce6c9a	425	SMART	SM00220		1	207	6.2E-64	T	02-08-2018	IPR000719	Protein kinase domain	GO:0004672|GO:0005524|GO:0006468	
FRAEX38873_v2_000001220.1	28267e2fda1d0599e3ec47acb5ce6c9a	425	Pfam	PF00069	Protein kinase domain	2	207	6.6E-63	T	02-08-2018	IPR000719	Protein kinase domain	GO:0004672|GO:0005524|GO:0006468	
FRAEX38873_v2_000001220.1	28267e2fda1d0599e3ec47acb5ce6c9a	425	ProSiteProfiles	PS50222	EF-hand calcium-binding domain profile.	250	285	12.031	T	02-08-2018	IPR002048	EF-hand domain	GO:0005509	
FRAEX38873_v2_000001220.1	28267e2fda1d0599e3ec47acb5ce6c9a	425	Gene3D	G3DSA:1.10.238.10		212	386	1.2E-140	T	02-08-2018
FRAEX38873_v2_000001220.1	28267e2fda1d0599e3ec47acb5ce6c9a	425	Gene3D	G3DSA:1.10.510.10		33	211	1.2E-140	T	02-08-2018
FRAEX38873_v2_000001220.1	28267e2fda1d0599e3ec47acb5ce6c9a	425	ProSiteProfiles	PS50222	EF-hand calcium-binding domain profile.	322	357	12.365	T	02-08-2018	IPR002048	EF-hand domain	GO:0005509	
FRAEX38873_v2_000001220.1	28267e2fda1d0599e3ec47acb5ce6c9a	425	SUPERFAMILY	SSF47473		236	414	2.18E-43	T	02-08-2018	IPR011992	EF-hand domain pair		
FRAEX38873_v2_000001220.1	28267e2fda1d0599e3ec47acb5ce6c9a	425	ProSiteProfiles	PS50222	EF-hand calcium-binding domain profile.	358	393	14.43	T	02-08-2018	IPR002048	EF-hand domain	GO:0005509	
FRAEX38873_v2_000001220.1	28267e2fda1d0599e3ec47acb5ce6c9a	425	Gene3D	G3DSA:3.30.200.20		1	32	1.2E-140	T	02-08-2018
FRAEX38873_v2_000001220.1	28267e2fda1d0599e3ec47acb5ce6c9a	425	ProSiteProfiles	PS50011	Protein kinase domain profile.	1	207	42.676	T	02-08-2018	IPR000719	Protein kinase domain	GO:0004672|GO:0005524|GO:0006468	
FRAEX38873_v2_000001220.1	28267e2fda1d0599e3ec47acb5ce6c9a	425	CDD	cd05117	STKc_CAMK	1	206	5.82722E-117	T	02-08-2018
FRAEX38873_v2_000000640.2	2f83c944f0ee270af5af86a3c0b31b7d	198	CDD	cd09864	PIN_Fcf1	53	187	3.35808E-104	T	02-08-2018	IPR037503	rRNA-processing protein Fcf1, PIN domain		Reactome: R-HSA-6790901|Reactome: R-HSA-6791226
FRAEX38873_v2_000000640.2	2f83c944f0ee270af5af86a3c0b31b7d	198	Pfam	PF04900	Fcf1	90	186	1.8E-42	T	02-08-2018	IPR006984	rRNA-processing protein Fcf1/Utp23	GO:0032040	
FRAEX38873_v2_000000640.2	2f83c944f0ee270af5af86a3c0b31b7d	198	SMART	SM00670		65	164	2.0E-14	T	02-08-2018	IPR002716	PIN domain		
FRAEX38873_v2_000000640.2	2f83c944f0ee270af5af86a3c0b31b7d	198	SUPERFAMILY	SSF88723		63	187	5.1E-34	T	02-08-2018	IPR029060	PIN-like domain superfamily		
FRAEX38873_v2_000000640.2	2f83c944f0ee270af5af86a3c0b31b7d	198	Gene3D	G3DSA:3.40.50.1010		50	193	7.9E-50	T	02-08-2018
FRAEX38873_v2_000000640.1	2f83c944f0ee270af5af86a3c0b31b7d	198	CDD	cd09864	PIN_Fcf1	53	187	3.35808E-104	T	02-08-2018	IPR037503	rRNA-processing protein Fcf1, PIN domain		Reactome: R-HSA-6790901|Reactome: R-HSA-6791226
FRAEX38873_v2_000000640.1	2f83c944f0ee270af5af86a3c0b31b7d	198	Pfam	PF04900	Fcf1	90	186	1.8E-42	T	02-08-2018	IPR006984	rRNA-processing protein Fcf1/Utp23	GO:0032040	
FRAEX38873_v2_000000640.1	2f83c944f0ee270af5af86a3c0b31b7d	198	SMART	SM00670		65	164	2.0E-14	T	02-08-2018	IPR002716	PIN domain		
FRAEX38873_v2_000000640.1	2f83c944f0ee270af5af86a3c0b31b7d	198	SUPERFAMILY	SSF88723		63	187	5.1E-34	T	02-08-2018	IPR029060	PIN-like domain superfamily		
FRAEX38873_v2_000000640.1	2f83c944f0ee270af5af86a3c0b31b7d	198	Gene3D	G3DSA:3.40.50.1010		50	193	7.9E-50	T	02-08-2018
FRAEX38873_v2_000000370.1	c54bb7993ac7257d223d4f639a444e3b	400	Pfam	PF00494	Squalene/phytoene synthase	45	301	5.0E-40	T	02-08-2018	IPR002060	Squalene/phytoene synthase	GO:0009058|GO:0016740	
FRAEX38873_v2_000000370.1	c54bb7993ac7257d223d4f639a444e3b	400	TIGRFAM	TIGR01559	squal_synth: farnesyl-diphosphate farnesyltransferase	36	352	3.6E-137	T	02-08-2018	IPR006449	Squalene synthase-like	GO:0008610|GO:0016021	KEGG: 00100+2.5.1.21|KEGG: 00909+2.5.1.21|MetaCyc: PWY-5670|Reactome: R-HSA-191273|Reactome: R-HSA-1989781|Reactome: R-HSA-2426168
FRAEX38873_v2_000000370.1	c54bb7993ac7257d223d4f639a444e3b	400	SUPERFAMILY	SSF48576		37	352	6.76E-78	T	02-08-2018	IPR008949	Isoprenoid synthase domain superfamily		
FRAEX38873_v2_000000370.1	c54bb7993ac7257d223d4f639a444e3b	400	ProSitePatterns	PS01044	Squalene and phytoene synthases signature 1.	154	169	-	T	02-08-2018	IPR019845	Squalene/phytoene synthase, conserved site	GO:0016765	Reactome: R-HSA-191273|Reactome: R-HSA-1989781|Reactome: R-HSA-2426168
FRAEX38873_v2_000000370.1	c54bb7993ac7257d223d4f639a444e3b	400	Gene3D	G3DSA:1.10.600.10		29	353	3.7E-116	T	02-08-2018	IPR008949	Isoprenoid synthase domain superfamily		
FRAEX38873_v2_000000370.1	c54bb7993ac7257d223d4f639a444e3b	400	SFLD	SFLDG01018	Squalene/Phytoene Synthase Like	37	311	0.0	T	02-08-2018
FRAEX38873_v2_000000370.1	c54bb7993ac7257d223d4f639a444e3b	400	ProSitePatterns	PS01045	Squalene and phytoene synthases signature 2.	187	215	-	T	02-08-2018	IPR019845	Squalene/phytoene synthase, conserved site	GO:0016765	Reactome: R-HSA-191273|Reactome: R-HSA-1989781|Reactome: R-HSA-2426168
FRAEX38873_v2_000000370.1	c54bb7993ac7257d223d4f639a444e3b	400	CDD	cd00683	Trans_IPPS_HH	38	306	3.82674E-84	T	02-08-2018	IPR033904	Trans-Isoprenyl Diphosphate Synthases, head-to-head	GO:0004310|GO:0006696|GO:0051996	Reactome: R-HSA-191273|Reactome: R-HSA-1989781|Reactome: R-HSA-2426168
FRAEX38873_v2_000000410.1	e8c3f6aead3fb74dbe6e5b8ad4c42232	354	MobiDBLite	mobidb-lite	consensus disorder prediction	140	163	-	T	02-08-2018
FRAEX38873_v2_000000410.1	e8c3f6aead3fb74dbe6e5b8ad4c42232	354	PIRSF	PIRSF015840		1	346	4.5E-148	T	02-08-2018	IPR005045	CDC50/LEM3 family	GO:0016020	
FRAEX38873_v2_000000410.1	e8c3f6aead3fb74dbe6e5b8ad4c42232	354	Pfam	PF03381	LEM3 (ligand-effect modulator 3) family / CDC50 family	69	334	2.5E-93	T	02-08-2018	IPR005045	CDC50/LEM3 family	GO:0016020	
FRAEX38873_v2_000000410.1	e8c3f6aead3fb74dbe6e5b8ad4c42232	354	MobiDBLite	mobidb-lite	consensus disorder prediction	140	160	-	T	02-08-2018
FRAEX38873_v2_000000410.2	e8c3f6aead3fb74dbe6e5b8ad4c42232	354	MobiDBLite	mobidb-lite	consensus disorder prediction	140	163	-	T	02-08-2018
FRAEX38873_v2_000000410.2	e8c3f6aead3fb74dbe6e5b8ad4c42232	354	PIRSF	PIRSF015840		1	346	4.5E-148	T	02-08-2018	IPR005045	CDC50/LEM3 family	GO:0016020	
FRAEX38873_v2_000000410.2	e8c3f6aead3fb74dbe6e5b8ad4c42232	354	Pfam	PF03381	LEM3 (ligand-effect modulator 3) family / CDC50 family	69	334	2.5E-93	T	02-08-2018	IPR005045	CDC50/LEM3 family	GO:0016020	
FRAEX38873_v2_000000410.2	e8c3f6aead3fb74dbe6e5b8ad4c42232	354	MobiDBLite	mobidb-lite	consensus disorder prediction	140	160	-	T	02-08-2018
FRAEX38873_v2_000000010.2	c5915348dc93ebb73a9bb17acfb29e84	479	SUPERFAMILY	SSF49899		53	234	4.04E-19	T	02-08-2018	IPR013320	Concanavalin A-like lectin/glucanase domain superfamily		
